countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHI,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,TOTAL
NER,0,0,0,0,0,0,0,22,15,0,0,345,22778,0,2,2,0,0,0,0,0,0,6,0,0,0,0,169,154,122,0,3,0,0,12,0,83,0,0,0,0,0,4,3,429,0,8,1,1,5,37,0,0,51,0,0,8,0,3234,0,226,26,0,2106,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,7,0,0,70,0,0,0,7,314,0,1,0,0,0,0,0,0,0,0,0,1,73,0,0,0,0,3,0,0,0,0,1,0,0,0,0,8,0,0,0,0,119,0,0,0,0,0,0,0,0,17371,0,146,15,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,12,0,0,50,207,0,0,91,0,0,0,157,2,0,1,0,18,0,0,2012,4265,0,0,0,0,0,0,0,1,0,0,0,0,200,0,0,0,0,0,0,0,0,11,0,0,55069
NGA,0,0,54,0,639,5,0,1546,2709,0,0,1268,14118,0,111,42,23,35,0,0,8,6,515,0,0,0,167,563,6423,1257,0,6,0,0,46267,0,0,22,0,304,0,2,115,282,9243,0,413,14,313,33,268,0,0,18765,0,0,652,0,2515,0,4060,60118,0,7997,0,0,0,0,2397,1743,0,0,0,0,0,0,0,0,0,544,0,32,4614,0,0,20,0,14067,0,0,487,0,0,0,0,433,109,0,0,1218,424,5,0,0,13,2,6,0,0,0,0,0,49,0,0,32,0,0,0,0,2,0,0,0,0,0,0,0,494,0,1,2344,363,0,201,0,0,9,1,0,0,222,0,0,190,0,0,0,128,0,1,276,0,2506,0,60,0,0,2591,0,0,0,2186,87,0,34,11,1309,0,0,15251,4311,0,0,0,0,0,0,0,144,0,2,0,0,72619,0,0,36,0,0,0,0,0,6655,21,0,319128
NIC,2,3,2,0,0,30,0,261,96,0,0,7,0,0,0,23,0,2,0,3,4,64,72,0,0,0,0,0,3927,296,0,100,1,0,0,0,0,357,0,0,90812,105,7,11,284,0,82,208,1,349,1,0,0,8083,1,0,44,0,358,0,0,26,0,0,0,0,0,0,1,28,0,1994,0,0,0,0,1530,0,1,18,1,0,15,10,0,3,6,587,73,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,196,65,0,13,0,0,3910,18,1,0,9,2,0,11,14,0,0,0,1,5,35,0,1,0,0,0,0,0,2555,0,0,0,0,2,5,2,300,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,89242,0,0,984,0,0,0,0,0,54,0,0,208390
NLD,354,0,695,1,0,0,0,15,1618,6,0,41170,0,0,0,136,0,1,0,33,0,3,2,0,75,2,59,0,293,4179,0,5,0,0,0,0,0,28,0,0,0,0,93,1067,27592,0,775,5,117,141,39,0,4,16565,3,0,301,0,14914,0,0,12661,0,15,0,28,0,0,2,652,0,0,14,0,3,0,0,9,0,820,548,0,1422,1090,0,45,518,3503,0,0,0,49,0,0,0,16,0,0,0,0,0,2,0,0,54,360,59,0,0,15,1,0,0,0,0,65,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1074,0,176,0,0,28,0,20,0,1339,0,0,568,2,0,0,0,0,264,2051,0,0,160,0,0,0,0,0,0,0,407,0,809,204,65,1767,0,0,255,0,45,0,1,0,0,0,0,4383,0,29,368,0,125,0,0,32,0,0,0,0,0,2050,0,0,148471
NOR,0,0,0,28,0,0,0,446,375,0,0,499,0,0,0,53,0,0,145,2,0,38,191,0,0,0,94,0,475,563,0,47,0,0,0,0,0,29,0,0,7,0,75,69,1939,0,3453,12,1,134,21,0,9,8079,0,0,507,0,1348,0,0,4272,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,33,0,461,0,0,113,838,0,163,3,610,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,121,61,101,0,0,0,0,0,7,9,0,11,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,523,0,0,82,0,0,22,0,0,0,917,0,0,88,5,0,0,0,0,9,34,0,0,0,0,0,0,0,0,0,26,0,0,0,116,70,6520,0,0,0,0,37,0,0,0,0,0,0,1407,0,0,0,0,61,0,0,32,0,89,0,0,0,209,0,0,35733
NPL,0,0,0,0,887,0,0,14063,212,0,0,571,0,0,10836,15,34,0,0,0,0,0,25,0,0,18134,0,0,1837,401,0,3,0,0,0,0,0,1,0,0,2,0,24,78,1129,0,893,1,0,2,1,0,0,1641,0,0,617,0,603,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,761,0,0,0,29,0,36779,77,0,0,45,0,692,0,0,0,0,0,0,21,3511,166,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,64382,0,0,0,0,0,0,712,411,0,261,0,0,1,0,0,0,37,0,0,294,0,0,0,178,0,0,32,0,3492,0,0,0,0,0,0,0,0,0,0,0,2,5,349,0,0,0,0,1896,0,0,0,0,0,0,6,0,0,0,0,39399,0,0,0,0,686,0,0,0,47,0,0,206328
NZL,1,0,0,13,0,0,0,72194,129,0,0,10,0,0,0,12,0,0,0,0,0,13,125,0,8266,4,0,0,1513,420,0,12,0,0,0,0,0,16,0,0,1,0,30,58,395,0,129,1,0,64,4,0,0,390,0,0,58,0,565,0,0,11328,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,23,0,68,0,0,334,0,0,8,1,310,0,0,0,2,0,0,0,87,0,0,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,29,0,0,27,0,0,0,508,103,0,0,0,0,0,0,95,0,53,0,0,6,4,0,9,0,0,22,0,0,0,6,0,16,0,16,0,0,0,21,0,0,15,17,234,3,0,9,0,137,0,0,0,0,0,0,137,0,0,0,0,2146,0,0,5,0,0,84,0,0,877,0,0,101210
OMN,5,33,0,1,15352,0,0,1845,98,0,0,76,1,0,11,14,331,1,0,0,0,3,23,5,19,22,38,2,2617,341,88,29,24,0,8,0,0,11,1,0,1,5,264,16,467,0,86,1,365,19,402,3,0,693,0,6,36,1,581,0,0,2584,0,4,0,1,0,0,8,148,0,0,0,0,1,3,0,0,0,34,132,326,121,101,55,2,187,1372,7,400,44,0,11,0,0,123,1052,0,224,0,916,1,103,0,7,4,4,0,8,0,48,10,2,3,0,8,0,0,0,2,3,0,18,2,147,11,0,25,0,18,0,454,98,112,704,0,190,9,0,216,0,82,0,2,41,1,5568,0,1873,30,14,66,8,11890,306,0,174,0,3,0,0,0,797,1,13,10,2,195,0,342,557,0,19,0,0,0,0,1,0,153,5,80,0,0,4758,0,1,6,0,4,1,0,37,908,2,0,61958
PAK,0,920729,0,0,102550,1,0,13368,1544,0,0,2693,0,0,632,81,4363,2,0,0,0,23,84,0,0,7,173,0,54563,1869,0,42,1406,0,0,0,0,24,0,0,2,0,205,394,17263,0,5115,53,278,51,228,0,0,29319,0,0,1432,106,7342,0,0,107402,0,25,0,0,0,0,0,11524,0,4,0,0,0,305,0,0,0,195,1516,11559,1492,149675,133,10,1,26793,0,31,1159,0,0,0,16,2318,18981,0,31,0,326,6,37,43,22,6,15,0,0,0,1405,0,42,0,0,35,0,0,4,109,0,0,0,0,7786,0,0,0,0,0,0,3946,6868,1620,1380,0,0,14,8,0,0,140,0,81,880,6,0,0,20258,0,3,204,0,263000,0,0,21827,33,121,0,0,0,0,0,0,32,9,7296,0,609,0,0,344,0,0,0,0,0,0,564,72,350,0,0,83620,0,0,5,0,67,0,0,0,4256,0,0,1926561
PAN,1,0,4,0,0,0,0,42,17,1,0,3,0,0,0,5,0,13,0,0,0,49,7,0,0,0,0,0,663,145,0,84,0,0,0,0,0,816,0,0,1446,10,17,12,96,0,21,126,1,644,0,0,2,2743,0,0,8,0,184,0,0,35,0,0,0,0,0,0,1,45,1,20,1,0,0,0,8,0,0,11,0,0,9,18,0,2,1,388,24,0,0,54,0,0,0,1,0,0,0,0,0,8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,14,0,10,0,0,0,0,8,0,21,0,0,2,11,0,0,0,0,12,2,0,0,0,0,0,0,0,30,0,0,0,0,0,7,2,62,0,2,0,0,7,0,0,0,0,0,0,10,0,0,0,0,5650,2,0,212,0,0,0,0,0,13,0,0,13934
PER,734,2,5,1,4,72604,0,4154,846,1,0,649,1,0,621,32,0,137,2,14,1,7360,5888,1,0,0,3,1,11848,4621,4,69355,6663,0,7,0,0,3333,0,3,1327,38,28,128,7174,0,497,1133,6,11599,3,0,1,117348,3,0,228,0,6375,0,0,131,0,1,0,1,0,0,15,179,0,124,223,0,2,0,93,32,301,172,3,0,142,13,0,36,1413,55514,2,1,18825,32,0,0,0,11,0,0,0,0,0,3,0,0,12,45,8,0,0,0,15,0,2141,0,0,10,0,1,0,0,4,2,1,0,0,5,0,39,0,0,52,1833,567,0,312,0,0,1238,0,8,0,145,47,315,185,947,0,0,1,17,70,160,0,5,0,0,2,0,3,75,0,0,2,0,9,34,25,3283,0,2,2,0,3,0,0,0,0,1,0,149,0,2,32,579,180295,1,0,23418,0,49,1,0,0,172,0,0,628376
PHL,403,108,1553,0,54005,58,0,48209,4068,19,0,1347,0,0,1100,65,3016,392,0,4,5,42,247,27,33,10,103,1,103936,4392,996,244,23779,0,1,0,1,87,0,1,27,2,2815,224,17336,0,3507,46,471,211,383,1,0,20418,1,0,830,0,6306,0,1,43360,1,18,0,2,0,0,0,1923,0,10,7,854,8,6322,1,2,3,239,1341,105,2648,612,1,485,498,45785,36,2,30350,2553,0,8,66,11138,13013,13,8,0,518,7,0,1,35,59,21,2509,0,1,22,181,474,3,0,77,8,7,72,0,2,1,81,0,169,0,2,1,0,2,4,3834,4386,15,11197,2383,2,441,1,0,115,464,1,1388,451,21,68,3,10248,0,79,252,2,206545,1,0,2460,1,10,2,0,1,5,0,13,55,42,3481,0,0,1,0,948,0,12,91,0,7,0,583,0,27,3,3,429262,108,4,103,0,278,3,0,0,4609,0,0,1150509
PNG,0,0,0,0,0,0,0,5424,17,0,0,1,0,0,48,2,0,0,0,0,0,1,0,0,15,0,1,0,79,76,3,1,4,0,0,0,0,1,0,0,0,0,2,1,6,0,3,0,0,3,0,0,0,12,0,0,3,0,12,0,0,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,44,0,0,0,4,53,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72,3,0,386,0,0,0,0,3,0,7,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,517,0,0,1,0,0,21,0,0,40,0,0,6958
POL,0,0,0,0,0,0,0,0,1515,0,0,8292,0,0,0,198,0,0,0,0,0,3,0,0,0,0,0,0,1,1619,0,0,0,0,0,0,0,0,0,0,0,0,31,851,84788,0,2849,0,14,11,0,0,3,10824,0,0,346,0,16,0,0,78210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,3195,0,0,826,0,16286,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7850,8712,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,15,3355,0,0,0,0,4,0,0,0,0,0,0,46,0,0,0,0,3,0,0,0,0,0,0,0,0,241,0,0,231208
PRI,99,1,1,0,37,4,0,899,202,0,0,206,0,0,6,45,0,21,0,1,59,194,443,93,1,2,29,6,1018,709,6,159,267,0,3,0,3,1269,0,11,186,26,62,160,1519,0,128,2804,58,2349,35,0,0,6237,2,0,71,0,1010,0,3,2079,0,11,0,31,0,0,7,41,20,47,2,0,56,0,10,13,926,176,78,0,230,17,0,18,1283,2037,255,0,2,3,0,0,2,558,0,0,0,0,22,53,0,3,31,12,16,0,0,0,10,0,8926,0,0,13,0,0,9,0,6,1,2,0,0,2,0,10,0,0,3,324,78,0,346,0,0,452,0,5,0,394,0,19,123,66,0,4,8,5,133,110,2,143,0,0,118,0,20,8,0,3,0,0,22,59,16,196,0,1,0,3,13,0,0,0,0,141,0,335,0,25,2,59,112625,1,31,1353,25,16,0,0,0,403,1,0,155153
PRK,0,0,0,0,0,0,0,0,5,161,0,0,0,0,0,6,0,0,0,0,0,12,33,0,0,0,0,0,5,78,0,0,0,0,0,0,0,14,0,0,0,0,2,0,7,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,25407,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,107,0,0,0,0,1,0,5,0,0,0,996,0,0,0,0,0,0,0,12,0,0,27473
PRT,1,0,12025,1,0,0,0,3,11,0,1,275,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,35,274,0,0,0,0,0,11,1,3,0,0,0,0,0,25,39,0,5,0,1,6,0,0,0,1193,0,0,47,0,1336,0,1,781,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,8,0,0,8,8,0,3,0,58,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,45,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,17,0,0,1,0,0,0,8,0,0,0,17,0,0,0,1,32,0,2,18,0,0,0,0,0,0,0,0,3,0,2,0,0,26,0,0,1,0,0,1,0,0,755,0,0,17139
PRY,0,0,0,0,0,56897,0,0,17,0,0,1,0,0,0,1,0,0,0,0,0,412,0,0,0,0,0,0,938,203,0,2,0,0,0,0,0,34,0,0,0,0,2,6,91,0,0,0,0,113,0,0,0,37661,0,0,3,0,105,0,0,15,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,2,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,102,0,0,5,0,0,0,0,0,11,0,0,97469
PSE,0,0,0,0,2195,0,0,211,103,0,0,15,0,0,0,50,0,0,0,0,0,25,0,0,0,0,0,0,1316,86,0,98,0,0,0,0,0,5,0,0,0,1,181,107,706,0,4,31,24255,62,9179,0,0,115,0,0,33,0,548,0,0,8,0,0,0,0,0,0,0,115,0,3,0,0,0,0,3,0,0,122,0,0,22,0,1343,0,30961,196,0,0,0,0,0,0,0,0,0,0,79348,0,14227,0,1,0,15,0,9,0,0,0,0,0,8,0,0,6,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,36,1110,0,25,0,0,9,0,0,0,15,0,0,13,0,0,0,477,0,231,149,0,8713,0,0,0,0,0,0,0,0,0,0,0,16,3,1230,0,49962,0,0,5,0,0,0,0,0,0,408,0,0,0,0,5747,3,0,116,0,0,0,0,232,87,0,0,234380
PYF,0,0,0,0,6,0,0,113,3,0,0,21,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2,17,18,3,0,0,0,13,0,0,7,1,0,0,0,1,1,14,0,1,0,1,17,0,1,1,134,0,0,2,0,167,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,46,106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,2,0,0,14,0,327,0,0,0,2,1,0,35,0,0,1,0,5,0,11,0,0,1,0,0,0,1,48,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,2,0,0,17,0,0,23,0,0,1298
QAT,0,57,0,0,187,0,0,306,24,0,0,8,0,0,0,11,14,0,0,0,0,5,0,0,0,0,0,0,668,50,2,12,0,0,2,0,0,0,0,0,0,0,13,17,149,0,37,0,209,0,189,130,0,22,0,0,9,0,118,0,0,11,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,25,2,0,24,80,2,1,3,55,0,14,0,27,0,0,0,0,63,0,0,0,349,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,46,23,0,42,22,0,1,0,20,0,22,0,0,2,0,2907,0,0,0,43,9,0,1,208,0,0,0,0,0,0,0,476,0,1,1,1,70,0,110,251,0,0,0,0,0,0,0,0,36,0,1,0,0,793,1,0,9,0,0,0,0,0,17,0,0,8038
REU,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,2,0,0,0,0,0,0,0,1,218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2459,0,0,0,0,0,0,23,0,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,92,0,0,2939
ROU,0,0,0,0,0,0,0,0,0,0,0,2517,0,0,0,1052,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,5,14,0,0,0,127792,0,0,64,0,0,0,0,8220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,144814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,254,0,33,0,0,0,0,0,0,0,0,0,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288236
RUS,1,1510,16,8,1,4,0,69,324,8,0,680,8,0,19,351,0,0,3,2455,0,4,3,0,1,11,4,0,219,337,0,1,17,0,0,11,2,13,2,9,0,0,101,775,6779,0,217,1,38,30,7,11,93,4232,406,0,211,0,1388,0,2,2539,0,1,0,3,0,0,2,125,0,0,4,0,0,0,0,1,0,236,0,1,114,2017,0,36,47,2888,0,0,0,1106,0,0,0,1,0,0,5,0,6,15,0,0,304,25,25,0,0,0,1,0,1,1,0,108,0,13,0,0,1,15,0,0,1,0,0,5,0,4,0,848,646,0,60,0,0,4,0,1,0,308,0,1,323,1,0,1,0,0,271,0,0,2,21,0,1,0,37,0,0,1,53,0,0,32,20,731,0,14,28,1,23,0,0,0,0,0,0,230,0,6,5432,0,159,0,0,7,0,1,12,0,0,91,0,0,39399
RWA,0,0,233,0,0,0,0,115,22,0,0,436,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,450,116,0,0,0,0,0,25867,1174,1,0,0,0,0,0,0,39,0,54,0,0,2,1,79,0,0,0,0,58,0,1013,0,6,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,39,0,0,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,96,0,8,0,0,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,1,77,3,0,0,0,1,0,0,0,0,0,0,3,0,15033,0,0,39,0,0,1,0,0,0,0,0,604,515,0,47250
SAU,0,1240,0,0,1057,3,0,5534,582,12,0,156,0,0,211,164,70,1,0,0,0,6,157,0,0,0,0,29,5000,714,0,5,0,0,56,0,0,32,0,0,3,2,238,92,4418,0,170,7,4365,64,3215,3315,0,600,0,0,147,0,2588,0,0,316,1,1,0,3,0,0,0,362,0,4,0,0,0,0,0,0,0,241,0,0,204,1883,183,1,108,810,0,0,0,821,8,3,0,0,306,0,3,0,4345,1,0,0,4,0,5,0,323,1,0,0,0,79,0,10,0,0,0,0,230,0,0,0,1,0,0,2,0,0,1,1015,285,0,300,0,0,5,2,4,0,161,0,0,2,4,2828,0,197,0,1068,139,0,0,3387,55,0,0,0,0,0,0,7087,0,0,28,5,1390,0,3156,4336,0,0,0,6,0,0,0,0,2355,0,22,0,0,22598,40,0,750,0,36,0,0,0,168,0,0,95942
SDN,0,0,3,1,17955,2,0,5819,208,0,6,33,4,0,130,18,779,1,0,0,0,1,20,0,0,0,39,88,3836,2315,0,1,0,0,794,0,88,3,0,1,0,1,113,25,1665,82,258,2,1865,4,1580,216066,0,290,0,1262,110,0,2565,0,9,6258,0,12,0,0,0,0,0,324,0,0,0,0,0,2,0,0,0,59,0,0,196,0,980,4,3259,3718,0,6,8,0,2510,0,0,5,3798,0,106,3,2550,0,2,0,0,1,2,0,473,0,1,0,2,3,0,8,0,0,0,0,22,0,1,0,1,0,0,0,4,29,0,1352,1956,2,167,0,2,1,0,9,0,52,0,0,4,0,4,0,3671,0,4,67,282,48079,0,0,2,0,7,0,43,0,31647,197,0,40,5,3340,0,245,82691,2,1,0,0,0,0,0,0,108,0,14707,0,0,17868,0,0,5,0,20,0,0,3154,1426,0,0,493549
SEN,0,0,0,0,18,0,0,171,124,0,0,747,126,0,0,13,1,0,0,0,0,6,84,0,0,0,0,518,1052,897,2,2,0,0,85,0,2050,16,2,643,0,0,8,31,764,0,52,1,121,28,106,4,1725,31184,0,0,60,0,46274,0,3910,92,0,41,0,0,5058,719,92,84,0,0,0,0,0,0,0,0,1,27,0,0,36,0,7,6,243,18872,0,0,0,0,0,0,0,1,2,0,0,53,149,0,0,0,3,22,2,0,0,0,97,0,14,0,156,2,0,0,0,0,13112,0,5,0,0,38,0,102,10,1503,9,371,65,0,14,0,0,3,0,5,0,92,0,0,920,1,0,0,3,105,17,32,0,1,0,0,0,0,6856,0,0,0,0,11,15,10,1,219,0,0,14,16,0,0,0,0,0,0,0,100,0,3,0,0,2569,0,0,14,0,0,2,0,0,885,19,0,143746
SGP,0,0,0,0,0,1,0,18738,99,0,0,0,0,0,529,5,0,0,0,0,0,4,58,0,54,6,0,0,3640,711,0,18,2,0,0,0,0,4,0,0,4,1,14,14,516,0,264,5,78,18,69,0,0,0,0,0,69,0,1068,0,0,14300,0,0,0,0,0,0,0,22,0,1,0,0,0,716,0,0,0,43,6894,225,117,0,0,4,0,248,0,0,402,0,0,0,57,0,0,0,0,0,108,0,10,0,0,3,4,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,15,0,13118,0,0,0,0,0,0,1099,192,0,1913,0,0,11,1,283,0,8,0,0,12,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,286,0,0,0,0,166,0,0,0,0,0,0,107,0,0,0,0,11601,0,0,8,0,110,0,0,0,341,0,0,78450
